Passive_Agent_Net_Worth,	 Passive_Agent_Shares,	active_0Net_Worth,	 active_0Shares,	 active_1Net_Worth,	 active_1Shares,	 active_2Net_Worth,	 active_2Shares,	 active_3Net_Worth,	 active_3Shares,	 active_4Net_Worth,	 active_4Shares,	 active_5Net_Worth,	 active_5Shares,	 active_6Net_Worth,	 active_6Shares,	 active_7Net_Worth,	 active_7Shares,	 active_8Net_Worth,	 active_8Shares,	 active_9Net_Worth,	 active_9Shares,	 active_10Net_Worth,	 active_10Shares,	 active_11Net_Worth,	 active_11Shares,	 active_12Net_Worth,	 active_12Shares,	 active_13Net_Worth,	 active_13Shares,	 active_14Net_Worth,	 active_14Shares,	 active_15Net_Worth,	 active_15Shares,	 active_16Net_Worth,	 active_16Shares,	 active_17Net_Worth,	 active_17Shares,	 active_18Net_Worth,	 active_18Shares,	 active_19Net_Worth,	 active_19Shares,	 
112945.73463790808,	 56,	 110740.45165090454,	 54,	 110569.595001022,	 49,	 111311.11789797505,	 55,	 112163.24577454633,	 54,	 113075.22631629104,	 53,	 112747.32567787418,	 55,	 115988.45038728471,	 49,	 109077.84902714292,	 26,	 112664.06881932433,	 43,	 112175.12851158717,	 55,	 113367.06097940731,	 39,	 112671.49079024435,	 55,	 110950.36171074274,	 46,	 112022.3920609451,	 52,	 112577.00295595227,	 55,	 112353.16601046386,	 41,	 112597.09138612152,	 48,	 111143.59607191148,	 40,	 109026.51321093147,	 38,	 108425.98518791496,	 49,	 
113206.75349497618,	 56,	 111487.41116595533,	 54,	 111751.466816456,	 53,	 112710.15198863325,	 55,	 113306.73600967166,	 55,	 112845.43294269101,	 55,	 113332.07610653645,	 55,	 116240.31360186654,	 49,	 109532.96101972023,	 26,	 113309.72229994944,	 46,	 112631.71117293199,	 55,	 113598.63065438211,	 42,	 113284.39773505104,	 55,	 111549.01954106298,	 48,	 112627.56690669709,	 53,	 112880.10977241823,	 55,	 112603.06160783567,	 48,	 113621.80336963953,	 55,	 110878.91424834558,	 53,	 109788.16217613671,	 43,	 108748.30286044633,	 52,	 
113561.33861051811,	 56,	 111478.89549503133,	 55,	 111793.67091757628,	 54,	 112537.63266257978,	 55,	 113274.45037061739,	 56,	 113129.2708944089,	 55,	 113560.1171998747,	 55,	 116561.38952588585,	 57,	 109579.75579948183,	 45,	 113338.64993293693,	 47,	 112845.5967256723,	 55,	 113827.12080351639,	 54,	 113711.29428144729,	 56,	 111775.83803576205,	 49,	 112897.46834493632,	 53,	 113219.16448705345,	 55,	 112740.6696013598,	 54,	 113743.18901563121,	 55,	 111208.83284379062,	 54,	 109891.28800862857,	 45,	 109042.73584979489,	 52,	 
112806.50039341113,	 56,	 110967.15333923478,	 55,	 111125.56662784905,	 55,	 112071.31854967348,	 55,	 112702.20490857288,	 56,	 112511.46547277266,	 56,	 113022.24516854648,	 55,	 115877.33887829664,	 57,	 109040.48470849404,	 50,	 112923.26771163502,	 51,	 112386.32826806098,	 55,	 113253.04948044961,	 54,	 112891.72354920044,	 56,	 111189.13950660895,	 53,	 112185.73530108515,	 53,	 112512.35873910104,	 55,	 112147.05729098635,	 54,	 112988.3894782752,	 55,	 110513.60237307695,	 54,	 109333.53203387538,	 51,	 108414.82705535745,	 53,	 
112271.48504456865,	 56,	 110430.20192030133,	 55,	 110537.27218704116,	 55,	 111466.92443997835,	 55,	 112102.05042274008,	 56,	 111937.14247994997,	 56,	 112526.60501598813,	 56,	 115317.50929269304,	 57,	 108452.14973425202,	 54,	 112319.41249691776,	 51,	 111713.91257912187,	 55,	 112642.19483579189,	 55,	 112383.11840441343,	 56,	 110592.9551534161,	 54,	 111685.47427427287,	 54,	 112070.31270737534,	 55,	 111618.68165514072,	 55,	 112439.08263509878,	 55,	 110053.14413434388,	 54,	 108773.52371975957,	 52,	 107923.0717134118,	 53,	 
113719.10217119206,	 56,	 111834.56253945967,	 55,	 111968.79778487209,	 55,	 112680.91607240544,	 55,	 112750.99789751226,	 56,	 112588.24793974592,	 56,	 112876.22411007057,	 56,	 115955.79020058112,	 57,	 109995.85016049207,	 54,	 113465.25048408117,	 51,	 112450.3490992749,	 55,	 113473.21222794744,	 55,	 113671.73882992078,	 56,	 110918.53964243726,	 54,	 112018.28526661733,	 55,	 112343.9317786793,	 55,	 112684.36992068535,	 55,	 113351.13140610792,	 55,	 111449.18882766494,	 54,	 108975.34362544958,	 54,	 108458.14680364743,	 53,	 
113985.62336085252,	 56,	 112454.30358414649,	 55,	 112671.60494744693,	 55,	 113120.98363024673,	 55,	 113850.96535896578,	 56,	 114230.38053722534,	 56,	 114081.61929908651,	 56,	 117297.02521598923,	 57,	 110068.08058337813,	 54,	 114112.64979551807,	 52,	 113581.76295764848,	 55,	 114225.16733195393,	 56,	 114622.76329431578,	 56,	 112554.54700935999,	 54,	 113790.54565561797,	 56,	 113640.56827894635,	 55,	 113684.44491849493,	 55,	 114169.6978116616,	 56,	 111552.61244080741,	 54,	 110832.5251223842,	 54,	 109432.36723949981,	 53,	 
114160.00618097742,	 56,	 112393.82045047617,	 55,	 112370.2540333808,	 55,	 113223.18434601778,	 55,	 114219.24109454756,	 56,	 113927.88615904833,	 56,	 114717.20759713362,	 56,	 117469.26861451614,	 57,	 110641.33119285009,	 54,	 113945.7072503108,	 54,	 113531.86941596917,	 55,	 114658.59008892559,	 56,	 114239.8260416873,	 56,	 112788.24018840135,	 54,	 113518.285197022,	 56,	 113921.86793232698,	 55,	 113382.8580881934,	 55,	 114215.48817014646,	 56,	 111935.346638749,	 54,	 110640.63152519996,	 54,	 109642.31804721744,	 53,	 
114288.35632239873,	 56,	 112432.62479391029,	 55,	 112566.67316669192,	 55,	 113535.62927000938,	 55,	 114212.68831395311,	 56,	 114090.16676942389,	 56,	 114444.30901549512,	 56,	 117246.4084055069,	 57,	 110406.7984994779,	 54,	 114266.6730574168,	 55,	 113796.19027223233,	 55,	 114583.36220442834,	 56,	 114505.72754759996,	 56,	 112727.36042693656,	 54,	 113635.85953184444,	 56,	 113983.86423806589,	 55,	 113540.389379914,	 55,	 114348.76710488554,	 56,	 111927.79499329034,	 54,	 110621.05410642076,	 54,	 109806.31972686504,	 53,	 
113649.90271413632,	 56,	 111817.05141607931,	 55,	 111946.57680727867,	 55,	 112964.97501806884,	 55,	 113627.36303557709,	 56,	 113450.91092915964,	 56,	 113904.65761654475,	 56,	 116693.1289114159,	 57,	 109882.92430505344,	 54,	 113617.08436663134,	 55,	 113148.75490283204,	 55,	 114032.20496799058,	 56,	 113807.90975417715,	 56,	 112053.05370753835,	 55,	 112996.85241065436,	 56,	 113397.53765768628,	 55,	 112948.19669351456,	 55,	 113786.08382781204,	 56,	 111408.05037032811,	 54,	 110140.0624409513,	 54,	 109293.84787281751,	 53,	 
115028.09526455386,	 56,	 112036.19628751148,	 55,	 113123.40042933884,	 55,	 113807.23400636917,	 55,	 114796.9276116425,	 56,	 113909.6987010098,	 56,	 114095.32202136822,	 56,	 118448.39939193752,	 57,	 111378.71273471178,	 54,	 115293.3684443702,	 55,	 114230.62310505133,	 55,	 114425.20179973848,	 56,	 115251.56520583585,	 56,	 113633.47769156458,	 55,	 114912.88788130287,	 56,	 114380.36148938119,	 55,	 113816.43832201065,	 55,	 114485.72853818438,	 56,	 111669.74208020837,	 54,	 110690.33037313662,	 54,	 110161.04496667514,	 53,	 
116207.40004625864,	 56,	 114720.61801978479,	 55,	 114783.42419163376,	 55,	 115315.02096032232,	 55,	 116770.01555212791,	 56,	 116359.5807785885,	 56,	 116279.70192355888,	 56,	 119963.55245068323,	 57,	 112267.42091429379,	 54,	 115890.71748220065,	 55,	 115585.22934483516,	 55,	 116368.00491230989,	 56,	 116614.65016810349,	 56,	 114514.68389795134,	 55,	 116054.76942905826,	 56,	 116115.30962076291,	 55,	 115928.49690994235,	 55,	 116711.37173915489,	 56,	 113932.02215364408,	 54,	 112605.789643009,	 54,	 111633.8628770879,	 53,	 
116466.47613646882,	 56,	 114542.13366791127,	 55,	 114812.5590116754,	 55,	 115813.80332907624,	 55,	 116502.20145090966,	 56,	 116393.69837396011,	 56,	 116818.7256192924,	 56,	 119628.05186705933,	 57,	 112544.9467509163,	 54,	 116522.93125132032,	 55,	 115976.84616251122,	 55,	 116827.05871360353,	 56,	 116665.82349568765,	 56,	 114841.6183235833,	 55,	 115924.02571026266,	 56,	 116223.97503605358,	 55,	 115682.3855616768,	 55,	 116723.22528069491,	 56,	 114223.04999314275,	 54,	 112788.17337265839,	 54,	 111869.26968709865,	 54,	 
116109.2289599531,	 56,	 114066.34720083013,	 55,	 114342.79435408382,	 55,	 115267.68439713374,	 55,	 115951.96659612365,	 56,	 115713.83764619069,	 56,	 116444.61138139415,	 56,	 119083.49199781337,	 57,	 112251.97839501193,	 54,	 115972.96621211112,	 55,	 115538.46478001628,	 55,	 116694.35033724226,	 56,	 116358.97881254094,	 56,	 114543.2017831039,	 55,	 115482.45359008983,	 56,	 115979.70389420132,	 55,	 115548.87997762617,	 55,	 116357.83896224087,	 56,	 113709.19118343046,	 54,	 112678.88994493458,	 54,	 111669.16784406871,	 54,	 
117275.65343952591,	 56,	 115319.41324278725,	 55,	 115178.75313480163,	 55,	 116555.03247888805,	 55,	 117593.30432275913,	 56,	 116666.29140265512,	 56,	 116519.85455967906,	 56,	 120794.60464946479,	 57,	 113449.02537647187,	 54,	 116412.77551966929,	 55,	 116604.35013612891,	 55,	 117739.53463231596,	 56,	 117758.04220013038,	 56,	 115370.59616143431,	 55,	 116973.73111443457,	 56,	 117334.75368995951,	 55,	 115512.53533513531,	 55,	 117594.04981817932,	 56,	 114678.96615847171,	 54,	 113399.230950448,	 54,	 112275.08344532507,	 54,	 
117435.04029679368,	 56,	 115634.55047723005,	 55,	 115645.15096654806,	 55,	 116846.30126301573,	 55,	 117453.71385821406,	 56,	 117174.33099708548,	 56,	 117546.4614510474,	 56,	 120550.15278397316,	 57,	 113693.58127411811,	 54,	 117286.62242504707,	 55,	 116826.59909172523,	 55,	 117712.50695069195,	 56,	 117608.92980814322,	 56,	 115915.35029570496,	 55,	 116822.71568129148,	 56,	 116964.27898103188,	 56,	 116684.07520316362,	 55,	 117651.22404874992,	 56,	 115041.40090444242,	 54,	 113867.22972767596,	 54,	 112939.40501142085,	 54,	 
117093.96344411922,	 56,	 115147.95140216993,	 55,	 115317.48329179328,	 55,	 116299.41899684517,	 55,	 117019.53969845366,	 56,	 116852.00441444562,	 56,	 117292.54489001443,	 56,	 120230.70000834634,	 57,	 113167.71725590892,	 54,	 117015.17656980199,	 55,	 116548.07348479859,	 55,	 117486.18378644872,	 56,	 117229.06183477624,	 56,	 115428.52864084527,	 55,	 116459.3156647883,	 56,	 116744.15837719358,	 56,	 116320.7906980666,	 55,	 117209.1467678416,	 56,	 114699.30970462093,	 54,	 113421.05844191594,	 54,	 112514.04362249952,	 54,	 
117516.90348357381,	 56,	 115610.05302877833,	 55,	 116650.13725577317,	 55,	 117656.40968749324,	 55,	 117413.02456919636,	 56,	 117028.44349836803,	 56,	 117635.52552392651,	 56,	 121593.23489865425,	 57,	 113473.53090824658,	 54,	 118311.49989718702,	 56,	 117329.97373574816,	 55,	 118466.61379264058,	 56,	 118046.85634282912,	 56,	 116553.09408264025,	 55,	 117463.26044645812,	 56,	 117013.51192085087,	 56,	 117176.15371130209,	 55,	 118160.03874047191,	 56,	 115885.0235578971,	 54,	 114556.56826699982,	 54,	 113192.45639132935,	 54,	 
118269.40844844904,	 56,	 116283.50816914851,	 55,	 116714.48453754073,	 55,	 117682.06963436227,	 55,	 118181.16504638596,	 56,	 118209.99139365322,	 56,	 118427.77859959162,	 56,	 121411.781438936,	 57,	 114421.8308944161,	 54,	 118397.5403028928,	 56,	 117906.6864638968,	 55,	 118579.2965624995,	 56,	 118528.83925461546,	 56,	 116678.20490340414,	 55,	 118003.97166986112,	 56,	 117813.259042403,	 56,	 117389.48907473386,	 55,	 118567.79026612423,	 56,	 116255.24079435198,	 54,	 114477.92308551686,	 54,	 113993.60666481972,	 54,	 
118344.69126664996,	 56,	 116328.74875075778,	 55,	 116524.01872186326,	 55,	 117444.5039137047,	 55,	 118116.00889032132,	 56,	 117968.3318275112,	 56,	 118405.07275188353,	 56,	 121454.73848422452,	 57,	 114367.29009305965,	 54,	 118115.56982550937,	 56,	 117636.53108303399,	 55,	 118596.32893275954,	 56,	 118289.8990504416,	 56,	 116508.88711472394,	 55,	 117646.85868738976,	 56,	 117796.86462509944,	 56,	 117353.83252787832,	 55,	 118405.16541328185,	 56,	 115822.22833707812,	 54,	 114563.39000589616,	 54,	 113563.81413164781,	 54,	 
117909.0620721417,	 56,	 116172.47823297733,	 55,	 116382.07925206372,	 55,	 117117.51699159639,	 55,	 117868.97410182253,	 56,	 117806.61185180396,	 56,	 117939.16745104648,	 56,	 121357.82121269287,	 57,	 113989.00404071934,	 54,	 118129.41480419302,	 56,	 117238.14256053249,	 55,	 118554.93566766237,	 56,	 118186.72053814825,	 56,	 116554.48894869999,	 55,	 117226.18612598583,	 56,	 117420.13637239132,	 56,	 117190.00640770735,	 55,	 118336.94426068595,	 56,	 115629.35004846689,	 54,	 114276.07936005833,	 54,	 113358.27636653898,	 54,	 
117830.99774422513,	 56,	 115533.54929094155,	 55,	 116136.77484531289,	 55,	 117117.0435691831,	 55,	 117751.21054167362,	 56,	 117231.63405929491,	 56,	 117960.0045818613,	 56,	 121179.42758311763,	 57,	 113939.83013118025,	 54,	 117866.06040408301,	 56,	 117581.17853966804,	 55,	 118254.80778350534,	 56,	 118263.31948922912,	 56,	 116015.09047090365,	 55,	 117328.81158625713,	 56,	 117143.80778139191,	 56,	 117297.96865585125,	 55,	 118190.87310434195,	 56,	 115379.2138771034,	 54,	 113811.18924455963,	 54,	 112906.25445905769,	 54,	 
116532.98668001883,	 56,	 115011.5203231927,	 55,	 114987.74041428379,	 55,	 116206.03261606517,	 55,	 116648.5122793879,	 56,	 116267.75155738667,	 56,	 117188.20339650908,	 56,	 119735.18223688546,	 57,	 112599.9021962628,	 54,	 116452.61674968086,	 56,	 116492.27540973904,	 55,	 117337.80439011045,	 56,	 116938.16052617114,	 56,	 114945.21923965272,	 55,	 115876.56611794175,	 56,	 116376.0799194001,	 56,	 116258.16136533172,	 55,	 116780.08902548866,	 56,	 114272.91290365774,	 54,	 112871.75694799774,	 54,	 112211.12232720238,	 54,	 
116942.85192574393,	 56,	 114801.90416200174,	 55,	 115176.00851313747,	 55,	 115947.55641108217,	 55,	 116876.09866299632,	 56,	 116650.93842956838,	 56,	 117324.17602108301,	 56,	 120206.70387881449,	 57,	 112778.7365356831,	 54,	 116649.28988472822,	 56,	 116125.7445367609,	 55,	 117315.78033747645,	 56,	 116843.18091124634,	 56,	 114923.52200188117,	 55,	 116049.79871719392,	 56,	 116330.38245866628,	 56,	 116051.10551340636,	 55,	 117132.40513213372,	 56,	 114724.30865009251,	 54,	 113056.21588668565,	 54,	 112241.96519320236,	 54,	 
116845.53357925949,	 56,	 114904.37135992666,	 55,	 115076.81035633829,	 55,	 116058.35961835111,	 55,	 116773.24776707072,	 56,	 116603.81545855288,	 56,	 117047.98629361259,	 56,	 119975.76456628593,	 57,	 112931.92299590204,	 54,	 116742.09066402336,	 56,	 116305.50510248532,	 55,	 117238.03085387351,	 56,	 116981.61321752486,	 56,	 115183.68997407268,	 55,	 116215.92536911531,	 56,	 116492.8378247403,	 56,	 116080.0698534777,	 55,	 116964.77947805035,	 56,	 114462.26206956546,	 54,	 113180.13656719499,	 54,	 112277.48042231763,	 54,	 
115209.0666401214,	 56,	 113298.43842410277,	 55,	 113472.5178848414,	 55,	 114452.39845179186,	 55,	 115138.80276139452,	 56,	 114967.29112633095,	 56,	 115409.56047280341,	 56,	 118326.78082415115,	 57,	 111360.45049812376,	 54,	 115108.95516995959,	 56,	 114698.8578760684,	 55,	 115616.0000407524,	 56,	 115352.04935115406,	 56,	 113587.11363728164,	 55,	 114585.49918240965,	 56,	 114860.39506077926,	 56,	 114468.0001815192,	 55,	 115326.68046203307,	 56,	 112894.89979512559,	 54,	 111611.02473111436,	 54,	 110706.23159647525,	 54,	 
113886.53102845061,	 56,	 112020.48311273503,	 55,	 112177.03991209011,	 55,	 113166.80549640159,	 55,	 113811.53908537826,	 56,	 113678.24442663723,	 56,	 114126.92759157707,	 56,	 116973.13631965511,	 57,	 110085.65129101943,	 54,	 113793.72883988284,	 56,	 113438.93730430906,	 55,	 114292.69243912595,	 56,	 114036.3202651213,	 56,	 112291.66115874832,	 55,	 113258.51104801147,	 56,	 113534.29045887598,	 56,	 113168.5399012427,	 55,	 114040.86305746113,	 56,	 111616.24652463094,	 55,	 110367.30334920189,	 54,	 109422.57070755088,	 54,	 
115047.32635022764,	 56,	 113298.71764205904,	 55,	 112955.42576099635,	 55,	 113143.30010276476,	 55,	 114097.92495611418,	 56,	 113580.89377081195,	 56,	 115311.91161906725,	 56,	 118689.0044263395,	 57,	 111533.97359705147,	 54,	 115355.83579839396,	 56,	 113641.94231982474,	 55,	 114552.35559632638,	 56,	 115437.5317094962,	 56,	 112758.00642355559,	 55,	 114518.11673806331,	 56,	 114879.70728449244,	 56,	 113756.81221421248,	 55,	 115624.0487259782,	 56,	 112196.69543485167,	 55,	 111831.9654958682,	 54,	 110012.96400156636,	 54,	 
115319.63817186291,	 56,	 113550.3538469521,	 55,	 113680.76775433718,	 55,	 114513.3162810757,	 55,	 115207.9736557153,	 56,	 115078.46056348337,	 56,	 115651.21540205798,	 56,	 118364.70589383313,	 57,	 111450.14301445578,	 54,	 115172.60288234641,	 56,	 114729.4462645409,	 56,	 115850.64420271093,	 56,	 115575.1845595942,	 56,	 113704.12945522006,	 55,	 114633.71899523106,	 56,	 114897.00556575082,	 56,	 114656.9690104235,	 55,	 115477.57258672734,	 56,	 112933.54448647636,	 55,	 111754.73449256725,	 54,	 110723.87743267164,	 54,	 
116606.4310507804,	 56,	 114134.55151676408,	 55,	 114681.48359014821,	 55,	 115323.46482343826,	 55,	 116169.38819564477,	 56,	 116980.88472487355,	 56,	 116593.45991864515,	 56,	 120118.57675627756,	 57,	 112262.80721363056,	 54,	 116053.05836767454,	 56,	 116414.88086353223,	 56,	 116613.08735080918,	 56,	 116225.71925800106,	 56,	 114260.12419313056,	 55,	 115502.4724170392,	 56,	 115894.59515490045,	 56,	 116274.83234936012,	 55,	 117137.13085190988,	 56,	 113778.69317538095,	 55,	 113009.1621862255,	 54,	 111810.46116366009,	 54,	 
117171.34134468882,	 56,	 115184.98133992293,	 55,	 115316.23362526439,	 55,	 116386.22757847708,	 55,	 116990.42208330128,	 56,	 116841.5182122879,	 56,	 117373.8520571907,	 56,	 120300.84965681517,	 57,	 113174.43519296566,	 54,	 117028.76745231202,	 56,	 116643.6598561611,	 56,	 117544.39979379004,	 56,	 117291.0267548025,	 56,	 115487.88825623227,	 55,	 116490.82382492657,	 56,	 116836.33277443955,	 56,	 116334.73924574758,	 55,	 117287.5014130255,	 56,	 114735.08075443577,	 55,	 113442.76831708013,	 54,	 112547.11950023136,	 54,	 
117434.24444076247,	 56,	 115340.95570710037,	 55,	 115644.77777425648,	 55,	 116657.46970546035,	 55,	 117368.70592739429,	 56,	 117231.77412957308,	 56,	 117619.6584911306,	 56,	 120501.51851172186,	 57,	 113529.16142241254,	 54,	 117358.22301764181,	 56,	 116939.28571608529,	 56,	 117910.38458600186,	 56,	 117726.40443408531,	 56,	 115775.73721154641,	 55,	 116831.52652062906,	 56,	 117178.79110114361,	 56,	 116721.3961287665,	 55,	 117620.59460802792,	 56,	 114981.33186086289,	 55,	 113909.98114142317,	 54,	 112872.8709142487,	 54,	 
117212.91378789139,	 56,	 115309.1580710264,	 55,	 115499.89292088374,	 55,	 116691.09750433009,	 55,	 117317.34177609558,	 56,	 117002.0276966311,	 56,	 117660.41186542156,	 56,	 120604.41577657536,	 57,	 113317.20842833928,	 54,	 117151.17821990997,	 56,	 116792.71492287726,	 56,	 117812.74915924361,	 56,	 117443.8757689438,	 56,	 115625.77653178059,	 55,	 116814.0712583178,	 56,	 116859.25122747116,	 56,	 116571.5186461252,	 55,	 117419.19720415148,	 56,	 115127.07523290091,	 55,	 113555.2687755801,	 54,	 112726.60630754927,	 54,	 
117408.8502873076,	 56,	 115595.68383895671,	 55,	 115064.24860436632,	 55,	 116074.42690450246,	 55,	 116656.02119395735,	 56,	 116856.80125596952,	 56,	 116922.30894443275,	 56,	 120024.24167935023,	 57,	 113191.49657400916,	 54,	 116638.58668714418,	 56,	 116532.25498304173,	 56,	 117474.70073850048,	 56,	 116742.23142066872,	 56,	 115207.8583162684,	 55,	 116516.12054310925,	 56,	 116570.22099983788,	 56,	 116730.51187194842,	 55,	 116862.20024749337,	 56,	 114747.65121270088,	 55,	 113188.17628366464,	 54,	 112372.63184410101,	 54,	 
117609.93115849908,	 56,	 115577.23046766805,	 55,	 115838.39570776418,	 55,	 116737.11912098186,	 55,	 117409.46428947982,	 56,	 117276.50522055583,	 56,	 117729.27476884726,	 56,	 120649.00387049586,	 57,	 113656.76967622494,	 54,	 117445.00536076247,	 56,	 117038.59049514047,	 56,	 117891.89860766123,	 56,	 117745.84457765607,	 56,	 115814.02960449365,	 55,	 116930.7528933489,	 56,	 117140.39733860233,	 56,	 116727.38852001363,	 55,	 117667.63306246288,	 56,	 115134.3857700263,	 55,	 113894.83780939858,	 54,	 113021.30295266245,	 54,	 
117494.68182643948,	 56,	 115573.6532073009,	 55,	 115788.79022010804,	 55,	 116673.93028655983,	 55,	 117460.14294511527,	 56,	 117140.01725907504,	 56,	 117854.22171351557,	 56,	 120610.35764172104,	 57,	 113568.90487106473,	 54,	 117302.57513377052,	 56,	 116940.26801185787,	 56,	 117989.61003583511,	 56,	 117615.74405392027,	 56,	 115696.4401756617,	 55,	 116956.88536853269,	 56,	 117134.78217039496,	 56,	 116831.85463965472,	 55,	 117689.13806381205,	 56,	 115013.58786869615,	 55,	 113794.48082831998,	 54,	 112804.39445488661,	 54,	 
117153.70958433257,	 56,	 115205.96862400154,	 55,	 115375.25956958084,	 55,	 116357.35409573172,	 55,	 117078.34995343123,	 56,	 116910.91812772154,	 56,	 117352.30123032241,	 56,	 120290.5758094816,	 57,	 113224.86160475163,	 54,	 117046.99151009007,	 56,	 116629.10669765741,	 56,	 117545.16623807455,	 56,	 117288.23529278205,	 56,	 115486.29971593102,	 55,	 116519.03099797512,	 56,	 116803.55226828603,	 56,	 116378.6675139687,	 55,	 117268.35313056648,	 56,	 114804.71670352953,	 55,	 113478.58043156349,	 54,	 112571.03319196573,	 54,	 
118180.83766920083,	 56,	 115693.58779472306,	 55,	 115565.79342909445,	 55,	 117177.00900607405,	 55,	 117788.71241137413,	 56,	 117430.76345934164,	 56,	 117662.03100389577,	 56,	 121075.47892639712,	 57,	 113902.74270386278,	 54,	 117826.2928946929,	 56,	 117532.61734083004,	 56,	 118633.78335533364,	 56,	 118469.73470637394,	 56,	 116554.69396901499,	 55,	 117730.4638880884,	 56,	 117414.75560585836,	 56,	 117460.13549072821,	 55,	 118041.69924452929,	 56,	 115655.7961906427,	 55,	 114187.71742300995,	 54,	 112867.05125350186,	 54,	 
117002.73464103823,	 56,	 115034.95944990928,	 55,	 115289.87012657896,	 55,	 116236.97828063376,	 55,	 116993.7627657911,	 56,	 116774.79223098754,	 56,	 117297.67857061022,	 56,	 120233.75156377349,	 57,	 113099.61825009949,	 54,	 116926.31284785716,	 56,	 116501.43381355742,	 56,	 117389.320671487,	 56,	 117217.91682645332,	 56,	 115342.62012520937,	 55,	 116338.54699359126,	 56,	 116725.6593792804,	 56,	 116277.12129357948,	 55,	 117121.02961219406,	 56,	 114754.90061061634,	 55,	 113382.97603450151,	 54,	 112445.61917492094,	 54,	 
115392.77092986018,	 56,	 113208.65189626126,	 55,	 113335.48591996288,	 55,	 114564.58937235334,	 55,	 115139.25746076161,	 56,	 114944.55162626627,	 56,	 115437.49809157407,	 56,	 118192.9549276949,	 57,	 111327.5689167383,	 54,	 115155.78571678074,	 56,	 114852.21635687519,	 56,	 115513.28493198968,	 56,	 115285.73713866748,	 56,	 113710.94085425964,	 55,	 114421.69209121955,	 56,	 114980.25953877736,	 56,	 114405.7493197261,	 55,	 115351.03689103226,	 56,	 112755.56293658921,	 55,	 111601.51693115436,	 54,	 110634.62294012624,	 54,	 
115598.16528469589,	 56,	 114311.05215406072,	 55,	 115168.90430110837,	 55,	 115491.99001498631,	 55,	 116285.70110079928,	 56,	 116009.229333473,	 56,	 116960.10334793216,	 56,	 119159.40068501908,	 57,	 112114.07755621905,	 54,	 116091.94956546696,	 56,	 117136.26100692617,	 56,	 117753.76144828614,	 56,	 117156.7906646913,	 56,	 115403.04787239444,	 55,	 117023.34700783371,	 56,	 115313.4549444141,	 56,	 116488.72698347078,	 55,	 115879.96750946796,	 56,	 115090.23699857347,	 55,	 113062.27972742512,	 54,	 112358.19789625469,	 54,	 
116692.89184956693,	 56,	 114457.67470520604,	 55,	 114748.54878007704,	 55,	 115963.27839603549,	 55,	 116488.64739518483,	 56,	 116518.37962504763,	 56,	 116863.58374756771,	 56,	 120027.2871713355,	 57,	 112837.96149478099,	 54,	 116301.9103838338,	 56,	 116047.35489248148,	 56,	 117150.53056481412,	 56,	 116866.84664820539,	 56,	 115100.95614220716,	 55,	 116213.67723420104,	 56,	 116589.22919977864,	 56,	 115926.82107125447,	 55,	 117055.91336809937,	 56,	 114247.10193045168,	 55,	 113199.06762050159,	 54,	 112193.91434388803,	 54,	 
115917.31083670419,	 56,	 113839.90489295984,	 55,	 113908.15335338746,	 55,	 115180.88780844968,	 55,	 115971.35811319489,	 56,	 115357.86162344467,	 56,	 115937.87123835746,	 56,	 118857.82342330675,	 57,	 112197.46913160504,	 54,	 115520.10953578225,	 56,	 115199.7951118036,	 56,	 116143.47650604245,	 56,	 115833.49872396846,	 56,	 113958.44024717687,	 55,	 115002.92362064698,	 56,	 115450.90183528607,	 56,	 115383.48014618628,	 55,	 115748.55876590946,	 56,	 113674.5019880293,	 55,	 111961.97400594599,	 54,	 111114.8514186563,	 54,	 
114941.75693671254,	 56,	 113307.40000211279,	 55,	 113177.94505076417,	 55,	 114533.48381372895,	 55,	 114897.41254310409,	 56,	 114606.79407863563,	 56,	 115273.73885402927,	 56,	 118076.38702391708,	 57,	 110996.47995573813,	 54,	 115063.11353867436,	 56,	 114416.32278956288,	 56,	 115384.94382349566,	 56,	 115253.21837994293,	 56,	 113198.89907483944,	 55,	 114550.94402882436,	 56,	 114525.76803060432,	 56,	 114467.89336279321,	 55,	 115347.63718007946,	 56,	 112914.13849547917,	 55,	 111286.6680103162,	 54,	 110224.01064862494,	 54,	 
115238.47787483466,	 56,	 113594.0536822555,	 55,	 113654.86879986964,	 55,	 114718.16740544011,	 55,	 115288.1076502944,	 56,	 115058.25912517258,	 56,	 115689.62780406748,	 56,	 118573.99860451656,	 57,	 111460.26368028636,	 54,	 115180.69827382924,	 56,	 114862.17262949361,	 56,	 115711.82332046401,	 56,	 115347.4819430159,	 56,	 113766.59272279943,	 55,	 114620.57848723125,	 56,	 115085.82152477777,	 56,	 114751.0872987544,	 55,	 115461.79035624179,	 56,	 113026.06321558132,	 55,	 111934.82428678933,	 54,	 110934.03744769834,	 54,	 
