Passive_Agent_Net_Worth,	 Passive_Agent_Shares,	active_0Net_Worth,	 active_0Shares,	 active_1Net_Worth,	 active_1Shares,	 active_2Net_Worth,	 active_2Shares,	 active_3Net_Worth,	 active_3Shares,	 active_4Net_Worth,	 active_4Shares,	 active_5Net_Worth,	 active_5Shares,	 active_6Net_Worth,	 active_6Shares,	 active_7Net_Worth,	 active_7Shares,	 active_8Net_Worth,	 active_8Shares,	 active_9Net_Worth,	 active_9Shares,	 active_10Net_Worth,	 active_10Shares,	 active_11Net_Worth,	 active_11Shares,	 active_12Net_Worth,	 active_12Shares,	 active_13Net_Worth,	 active_13Shares,	 active_14Net_Worth,	 active_14Shares,	 active_15Net_Worth,	 active_15Shares,	 active_16Net_Worth,	 active_16Shares,	 active_17Net_Worth,	 active_17Shares,	 active_18Net_Worth,	 active_18Shares,	 active_19Net_Worth,	 active_19Shares,	 
110896.47838866808,	 56,	 111002.07080934127,	 4,	 110953.77876067304,	 6,	 110945.06596283572,	 27,	 111900.45335083446,	 40,	 112305.14244525287,	 18,	 111105.05580085526,	 50,	 113625.38390774059,	 13,	 113507.36798519,	 2,	 112897.36585013034,	 44,	 111392.74657922963,	 21,	 111995.15571592936,	 1,	 110674.82069344855,	 4,	 112299.68015836849,	 20,	 110886.4943351783,	 7,	 111343.35549269881,	 28,	 112029.19168406544,	 24,	 111765.19086194255,	 9,	 111520.9544022297,	 33,	 111189.0426971823,	 28,	 109535.71096405984,	 6,	 
110939.11941196989,	 56,	 111063.06399847877,	 44,	 110822.18771173336,	 18,	 111211.89297723195,	 37,	 111969.44298713468,	 47,	 112380.9028703988,	 33,	 110804.89323480615,	 53,	 113586.63836213149,	 23,	 113506.39185668742,	 2,	 112629.88015945132,	 50,	 111285.7181607162,	 36,	 112021.68357138484,	 34,	 110575.0794971548,	 27,	 112205.7412533215,	 20,	 110741.37276469823,	 29,	 111051.53561279568,	 30,	 112173.61657092025,	 53,	 111863.06467569145,	 56,	 111526.39240246417,	 39,	 111295.81031884455,	 47,	 109471.96089259913,	 10,	 
111507.01117279893,	 56,	 111295.55445008067,	 46,	 111085.46957824388,	 22,	 111584.26303330464,	 56,	 112359.5022629071,	 51,	 112871.83324345041,	 47,	 111146.9953197533,	 55,	 113918.26931750575,	 26,	 113446.23782866338,	 56,	 113065.92341073956,	 52,	 111799.27307162524,	 49,	 112165.01501693678,	 39,	 111079.78456965004,	 55,	 112446.95973057799,	 50,	 110915.11137601636,	 37,	 111194.82545635886,	 47,	 112596.10049910826,	 54,	 112204.09822848649,	 56,	 111911.69698660637,	 42,	 111800.0759947811,	 50,	 109529.75055831528,	 52,	 
111896.62859891586,	 56,	 111740.7241093422,	 55,	 111134.70767526777,	 34,	 111861.15037340763,	 56,	 112558.27141835264,	 56,	 113036.66737885005,	 53,	 111745.61616507557,	 55,	 113977.68208796694,	 49,	 113820.46385130798,	 56,	 113462.82494892656,	 52,	 111886.03066909028,	 52,	 112367.0611380732,	 54,	 111294.02851349246,	 55,	 112857.54246094904,	 55,	 111252.11028137186,	 43,	 111585.46854594105,	 50,	 112967.50908335886,	 55,	 112463.69104679205,	 56,	 112079.33694047072,	 51,	 112058.49134013469,	 55,	 109802.03175360138,	 54,	 
111959.8579462508,	 56,	 111709.31289048673,	 55,	 111228.73426036935,	 45,	 111867.03817920432,	 56,	 112650.74855581939,	 56,	 113114.11272697886,	 53,	 111779.49801334216,	 56,	 114027.4518372661,	 56,	 113900.04155308145,	 57,	 113430.40442194957,	 57,	 112101.38033326209,	 52,	 112457.34461794962,	 55,	 111373.9566868553,	 55,	 112876.8038786721,	 55,	 111319.39219599027,	 45,	 111635.51622423665,	 51,	 112958.33786815168,	 56,	 112718.83984856376,	 56,	 112232.14934138516,	 54,	 112182.78616106445,	 55,	 109837.06116832567,	 55,	 
111347.72285485937,	 56,	 111261.03011360664,	 55,	 110763.6334639458,	 49,	 111309.70023390865,	 56,	 112072.72237139498,	 56,	 112491.28519633952,	 53,	 111118.9859738248,	 56,	 113457.09336510046,	 57,	 113291.2038427944,	 57,	 112886.59414463947,	 57,	 111599.77736321732,	 53,	 111821.2942339226,	 55,	 110818.7072476754,	 55,	 112283.3158557007,	 56,	 110803.9313623441,	 55,	 111118.10218394913,	 53,	 112465.3613881663,	 56,	 112087.421065157,	 56,	 111743.75822639136,	 56,	 111622.6975879559,	 55,	 109142.97706331282,	 55,	 
111068.37531325142,	 56,	 111257.40914604606,	 55,	 110613.81626436963,	 49,	 111168.43293164016,	 56,	 111638.0009081176,	 56,	 112445.7336524893,	 56,	 110671.60261769456,	 56,	 113564.37235994605,	 57,	 113280.96808925123,	 57,	 112810.6623061633,	 57,	 111541.95103775348,	 55,	 111568.86437654088,	 55,	 110833.71713688824,	 55,	 112333.18952857684,	 56,	 110475.35423823819,	 55,	 110794.56887523549,	 54,	 112315.30318289288,	 56,	 112019.45778177437,	 56,	 111348.47076296501,	 56,	 111497.3409390207,	 55,	 108831.77216017463,	 55,	 
110967.95176833255,	 56,	 110833.9005405159,	 55,	 110404.44257772836,	 53,	 110913.86438123701,	 56,	 111700.92167908957,	 56,	 112149.9217067763,	 56,	 110802.44333893278,	 56,	 113084.66120558606,	 57,	 112927.0091111575,	 57,	 112480.42802353918,	 57,	 111164.78553963544,	 55,	 111570.76862048914,	 55,	 110378.97949218168,	 56,	 111915.4215625418,	 56,	 110451.57885436973,	 55,	 110785.4560692505,	 54,	 112026.82386632115,	 56,	 111710.57414010412,	 56,	 111296.69669237483,	 56,	 111239.3914548379,	 56,	 108865.44112979417,	 55,	 
110790.69037011219,	 56,	 110693.43240837101,	 55,	 110281.51990991934,	 53,	 110894.29638823638,	 56,	 111453.30855279212,	 56,	 111819.65453043862,	 56,	 110435.4692491721,	 56,	 113000.11350795266,	 57,	 112780.08921552691,	 57,	 112082.02414514618,	 57,	 111091.46698376484,	 55,	 111470.80391918693,	 55,	 110053.47367667466,	 56,	 111610.21795363657,	 56,	 110350.69150827057,	 55,	 110618.96966674163,	 54,	 112006.58734228685,	 56,	 111713.3530241554,	 56,	 111272.7713589141,	 56,	 110856.58657319448,	 56,	 108840.82189432356,	 55,	 
108768.27697633256,	 56,	 108673.50565551591,	 55,	 108312.60750672837,	 54,	 108714.18958923702,	 56,	 109501.24688708957,	 56,	 109950.2469147763,	 56,	 108602.76854693278,	 56,	 110845.70650658607,	 57,	 110688.05441215751,	 57,	 110241.47332453918,	 57,	 109004.39065463546,	 55,	 109400.37373548915,	 56,	 108179.30470018169,	 56,	 109715.74677054181,	 56,	 108291.18396936974,	 55,	 108654.3410912505,	 55,	 109827.14907432116,	 56,	 109510.89934810413,	 56,	 109097.02190037484,	 56,	 109039.7166628379,	 56,	 106705.04624479418,	 55,	 
108333.98314989898,	 56,	 108264.21143565605,	 56,	 107756.60073797345,	 54,	 107972.18699507763,	 56,	 109081.32340032351,	 56,	 109397.74094057221,	 56,	 107897.84911260159,	 56,	 110058.7066838874,	 57,	 110046.66296463135,	 57,	 109840.24558259218,	 57,	 108521.23810694543,	 55,	 109069.50413630133,	 56,	 107859.32871092019,	 56,	 109326.73646250255,	 56,	 107818.0738381749,	 55,	 108066.92514035129,	 56,	 109450.8544853789,	 56,	 108856.01539618017,	 56,	 108626.49201777806,	 56,	 108361.80555483596,	 56,	 106390.75534171193,	 55,	 
109117.87109530835,	 56,	 108662.72818821578,	 56,	 108387.80618188746,	 56,	 108682.53417589412,	 56,	 109626.63887418353,	 56,	 110103.40580065917,	 56,	 108990.68842176229,	 56,	 110727.97554250927,	 57,	 110282.19758746117,	 57,	 109825.62834265154,	 57,	 108570.40180540847,	 55,	 109254.76501527414,	 56,	 108424.55365702603,	 56,	 109582.22876327983,	 56,	 108160.8561942181,	 55,	 109033.53857095244,	 56,	 109802.11164988631,	 56,	 109425.93159673948,	 56,	 109113.35543631787,	 56,	 108773.04746051352,	 56,	 106972.84087830341,	 55,	 
108181.68182005116,	 56,	 107917.47526350457,	 56,	 107673.01426402509,	 56,	 107860.96289797196,	 56,	 108611.23860601077,	 56,	 109249.13629439639,	 56,	 107743.14496891623,	 56,	 110222.6904541754,	 57,	 110060.8955818452,	 57,	 109592.53880034332,	 57,	 108268.29390802384,	 55,	 108760.588910315,	 56,	 107324.34599294109,	 56,	 108921.09811899508,	 56,	 107599.30229181223,	 55,	 107797.9654747213,	 56,	 108932.76925351255,	 56,	 108592.71377026118,	 56,	 108454.84758378408,	 56,	 108417.69386386572,	 56,	 105838.45081909644,	 55,	 
108120.41166594,	 56,	 107652.74725790846,	 56,	 107610.61377282724,	 56,	 107909.87897200653,	 56,	 108635.06893902409,	 56,	 109014.83110795241,	 56,	 107895.41512699936,	 56,	 109985.51517432209,	 57,	 109728.04634983625,	 57,	 109533.587079053,	 57,	 108421.48685656411,	 55,	 108591.00597015681,	 56,	 107540.42288078662,	 56,	 108765.48783808581,	 56,	 107432.6824827806,	 55,	 107669.64771504546,	 56,	 108973.18784473625,	 56,	 108606.72148624524,	 56,	 108174.33321655705,	 56,	 108258.07171634148,	 56,	 105802.55608234904,	 55,	 
107527.42371526321,	 56,	 107337.5026566325,	 56,	 106953.54692406963,	 56,	 107435.59070186026,	 56,	 108300.25265613094,	 56,	 108729.45096060784,	 56,	 107408.04762650983,	 56,	 109574.9949725732,	 57,	 109475.22711511127,	 57,	 108909.01100673519,	 57,	 107584.87399079798,	 55,	 107979.7825096501,	 56,	 106854.18380149962,	 56,	 108462.90679429831,	 56,	 106919.85836433478,	 56,	 107330.46555698242,	 56,	 108610.70693659119,	 56,	 108178.8348390175,	 56,	 107837.19193366019,	 56,	 107598.23688284645,	 56,	 105287.48930256674,	 55,	 
107714.47946521414,	 56,	 107936.53240471943,	 56,	 108142.53100238534,	 56,	 108682.41894656063,	 56,	 109333.12186690298,	 56,	 108799.25024202059,	 56,	 107638.11652079975,	 56,	 110126.97551663856,	 57,	 109799.479500282,	 57,	 110286.82336875242,	 57,	 108026.84040632298,	 55,	 108772.51294057272,	 56,	 108170.48929929979,	 56,	 108511.09217503462,	 56,	 107511.63749714312,	 56,	 108199.72327410275,	 56,	 109499.91568071532,	 56,	 108855.84632950231,	 56,	 108042.75349851038,	 56,	 108001.94808232678,	 56,	 106608.76602708887,	 55,	 
109038.42067769912,	 56,	 108986.664638566,	 56,	 108578.62436505893,	 56,	 108915.83760902942,	 56,	 109822.00406438857,	 56,	 110192.31269187141,	 56,	 108803.091871542,	 56,	 111191.28730203785,	 57,	 110985.24598669271,	 57,	 110529.74490513126,	 57,	 109310.19849873491,	 55,	 109730.4335795171,	 56,	 108451.46541224512,	 56,	 109910.41237707087,	 56,	 108518.37878186826,	 56,	 108886.16626646275,	 56,	 109994.38919665513,	 56,	 109791.38762030688,	 56,	 109273.55444412329,	 56,	 109388.0757905343,	 56,	 106929.37505963232,	 55,	 
108642.50812551206,	 56,	 108734.5715075145,	 56,	 108442.08358873556,	 56,	 108791.04851918863,	 56,	 109454.37243518909,	 56,	 109826.1071888508,	 56,	 108543.93714616023,	 56,	 110753.49401401353,	 57,	 110733.6593635536,	 57,	 110135.97208208786,	 57,	 109027.0445849007,	 56,	 109535.48230826158,	 56,	 108186.76514160704,	 56,	 109742.04593415077,	 56,	 108239.12767246818,	 56,	 108749.09994675896,	 56,	 109813.01255971949,	 56,	 109516.83308416868,	 56,	 108970.82002777312,	 56,	 109078.14224778819,	 56,	 106638.05120211131,	 55,	 
109269.27646267138,	 56,	 109495.51648207424,	 56,	 108737.87623226305,	 56,	 109542.78366690398,	 56,	 110145.97974107802,	 56,	 110633.56838032253,	 56,	 108948.89777761743,	 56,	 111266.68868231951,	 57,	 111423.12467886669,	 57,	 111014.4813081532,	 57,	 109626.31518684854,	 56,	 110114.72034182445,	 56,	 108797.84688866865,	 56,	 110289.17524386448,	 56,	 109060.51868716704,	 56,	 109399.06410024187,	 56,	 110650.92131591284,	 56,	 110206.11098797651,	 56,	 109907.13500278145,	 56,	 109376.90895981777,	 56,	 107518.49667073513,	 55,	 
110107.82227396115,	 56,	 109869.40545861638,	 56,	 109612.25591146886,	 56,	 109684.62784212842,	 56,	 110478.53673726795,	 56,	 111082.79725071356,	 56,	 109589.74879850438,	 56,	 112196.67196396766,	 57,	 111978.12659763361,	 57,	 111242.9393752262,	 57,	 110260.73116629972,	 56,	 110387.07398301389,	 56,	 109456.82516428627,	 56,	 110793.50642369536,	 56,	 109585.02604470692,	 56,	 109782.8390933043,	 56,	 110781.6607955876,	 56,	 110555.99387579953,	 56,	 110190.96475213602,	 56,	 110327.23363082208,	 56,	 107749.4647566166,	 55,	 
110024.23774534147,	 56,	 109412.67253678126,	 56,	 109274.64988464436,	 56,	 109885.43593630333,	 56,	 110392.52301839986,	 56,	 110861.0641929951,	 56,	 109396.7876989791,	 56,	 111570.73529706593,	 57,	 111723.71516717922,	 57,	 111580.06706762455,	 57,	 110213.65369985523,	 56,	 110159.94164570524,	 56,	 108962.43204690253,	 56,	 110706.62541087973,	 56,	 109188.50447112574,	 56,	 109466.8880470698,	 56,	 110886.88754000254,	 56,	 110855.21828396156,	 56,	 109790.9159294762,	 56,	 109942.29664709528,	 56,	 107629.91411966117,	 55,	 
110886.73049992442,	 56,	 110805.25695029044,	 56,	 110540.59566157141,	 56,	 110714.92426310467,	 56,	 111457.5326695989,	 56,	 111841.3542566903,	 56,	 110630.46517690532,	 56,	 112985.69420119729,	 57,	 113006.33730355703,	 57,	 112364.63885435232,	 57,	 111244.24003972446,	 56,	 111521.64858065921,	 56,	 110083.59140448793,	 56,	 111955.42868723247,	 56,	 110199.66923265775,	 56,	 110864.40113926416,	 56,	 111640.58631602503,	 56,	 111597.51716745448,	 56,	 111168.65297008032,	 56,	 111191.17058100969,	 56,	 108421.80939094812,	 55,	 
111286.42339299528,	 56,	 111448.0245124412,	 56,	 110711.87487782193,	 56,	 111507.54311425447,	 56,	 112114.28890797892,	 56,	 112325.45393702075,	 56,	 111242.00694796727,	 56,	 113273.07674297264,	 57,	 113490.01819737008,	 57,	 113075.46250638302,	 57,	 111495.75229220487,	 56,	 112008.8570158202,	 56,	 110572.33580579738,	 56,	 112327.24139038983,	 56,	 110932.2462625924,	 56,	 111217.62888124492,	 56,	 112293.89938609624,	 56,	 112150.40112594714,	 56,	 111620.32489620727,	 56,	 111591.08005710853,	 56,	 109280.71507359731,	 55,	 
111892.15324473738,	 56,	 111783.90042646546,	 56,	 111026.2539255124,	 56,	 111659.6333733418,	 56,	 112152.66186953158,	 56,	 112809.2028671522,	 56,	 111473.8315947455,	 56,	 113843.67855053867,	 57,	 113620.09635407053,	 57,	 113079.25095578392,	 57,	 111887.50579421474,	 56,	 112183.90530440374,	 56,	 111007.71061116511,	 56,	 112712.32611725864,	 56,	 111216.492572658,	 56,	 111418.94320803482,	 56,	 112469.80198266114,	 56,	 112161.76992032687,	 56,	 111821.76518670244,	 56,	 112067.59520165871,	 56,	 109556.43827405188,	 55,	 
111925.86285327237,	 56,	 111975.11438486622,	 56,	 111582.09747026562,	 56,	 112030.61826014658,	 56,	 112764.71497084707,	 56,	 113260.8827165738,	 56,	 111887.87134258026,	 56,	 114150.25499750319,	 57,	 114084.75658693272,	 57,	 113539.62432446166,	 57,	 112275.92716572959,	 56,	 112702.04596556163,	 56,	 111556.40834048971,	 56,	 113025.54266162052,	 56,	 111469.81027443665,	 56,	 112062.91143398377,	 56,	 113219.65098534421,	 56,	 112819.02807301226,	 56,	 112430.94821386218,	 56,	 112478.12189647574,	 56,	 109841.38458132432,	 55,	 
111833.143444881,	 56,	 111778.72711890715,	 56,	 111447.82494573976,	 56,	 111882.15570449115,	 56,	 112700.59672737739,	 56,	 113044.6617179376,	 56,	 111707.82804710895,	 56,	 114053.8040529579,	 57,	 113859.56879250512,	 57,	 113343.69651645384,	 57,	 112126.90962755968,	 56,	 112544.54703435459,	 56,	 111296.7230636117,	 56,	 112867.1594062189,	 56,	 111484.72800978257,	 56,	 111688.61197191144,	 56,	 112912.11768534352,	 56,	 112690.4146410562,	 56,	 112143.10274211704,	 56,	 112150.07793624935,	 56,	 109863.329143652,	 55,	 
112438.84887874739,	 56,	 112133.73325725894,	 56,	 112064.18235634327,	 56,	 112173.38626434215,	 56,	 113044.68365369385,	 56,	 113587.90110104652,	 56,	 112277.0889367165,	 56,	 114387.1737317869,	 57,	 114417.75508962032,	 57,	 113914.4213511532,	 57,	 112443.09437280789,	 56,	 112828.62895927946,	 56,	 111712.57891843223,	 56,	 113345.5555656629,	 56,	 111726.5785356794,	 56,	 112274.40741298653,	 56,	 113576.44149760317,	 56,	 113048.67316676854,	 56,	 112733.59767657767,	 56,	 112553.19821918842,	 56,	 110222.76595517917,	 55,	 
112576.09272544402,	 56,	 112531.02340111072,	 56,	 112138.59971773584,	 56,	 112570.36531808857,	 56,	 113324.88633318015,	 56,	 113765.99677159128,	 56,	 112417.59158998677,	 56,	 114759.15361554004,	 57,	 114559.59445454442,	 57,	 114164.39384315861,	 57,	 112799.85239902818,	 56,	 113269.8546996219,	 56,	 111988.30715776756,	 56,	 113592.95359581399,	 56,	 112185.01800804869,	 56,	 112493.09564615156,	 56,	 113693.44998996997,	 56,	 113355.90455090327,	 56,	 112921.72350323558,	 56,	 112876.18295414369,	 56,	 110498.12956231255,	 55,	 
112455.20688579656,	 56,	 112348.49787305693,	 56,	 112119.49342395205,	 56,	 112407.63909095504,	 56,	 113275.13327601267,	 56,	 113815.83966473764,	 56,	 112446.0118348032,	 56,	 114690.5394865901,	 57,	 114632.97344835055,	 57,	 114192.40568275194,	 57,	 112765.15118669932,	 56,	 113075.8696910411,	 56,	 111858.5525521876,	 56,	 113431.5967088069,	 56,	 112166.38850280523,	 56,	 112514.62642487868,	 56,	 113521.68542236772,	 56,	 113203.51404141696,	 56,	 112869.90774470681,	 56,	 112847.8291299113,	 56,	 110401.49050375939,	 55,	 
112442.80848412897,	 56,	 112032.57107835774,	 56,	 111736.06285496919,	 56,	 112322.77781544789,	 56,	 113150.7864467226,	 56,	 113433.31237727353,	 56,	 112186.21521257506,	 56,	 114486.1541045252,	 57,	 114242.58314803403,	 57,	 113789.38553429829,	 57,	 112628.6888664649,	 56,	 113039.42784527713,	 56,	 111603.39677951261,	 56,	 113136.69997897583,	 56,	 111991.30824088029,	 56,	 112214.98902873672,	 56,	 113350.18601346418,	 56,	 112913.1899988866,	 56,	 112485.09354422562,	 56,	 112624.30423773265,	 56,	 110097.31021929206,	 55,	 
112367.77855167775,	 56,	 112528.44523409281,	 56,	 112190.60660577258,	 56,	 112763.08241019635,	 56,	 113274.05247585406,	 56,	 113867.5527263875,	 56,	 112610.08385085528,	 56,	 114604.33052485166,	 57,	 114718.17487541355,	 57,	 114137.9070836737,	 57,	 112860.19539149325,	 56,	 113180.0771774659,	 56,	 112002.24986942849,	 56,	 113513.67485309171,	 56,	 111963.21062005647,	 56,	 112542.0693800058,	 56,	 113510.21959399988,	 56,	 113491.08978834025,	 56,	 113086.31005653545,	 56,	 112655.81155716717,	 56,	 110336.95041613602,	 55,	 
112626.03255704239,	 56,	 112345.28492085253,	 56,	 112114.65972202302,	 56,	 112547.94654232501,	 56,	 113185.58748622108,	 56,	 113739.0242167423,	 56,	 112397.5618919126,	 56,	 114642.73015754852,	 57,	 114573.54479176838,	 57,	 114137.28244591696,	 57,	 112984.16343912687,	 56,	 113315.24637666807,	 56,	 111811.79128163877,	 56,	 113506.17658812975,	 56,	 112128.03996774436,	 56,	 112343.53497932886,	 56,	 113601.70379015956,	 56,	 113144.833963444,	 56,	 112921.27179162388,	 56,	 112814.48965047795,	 56,	 110457.73639518299,	 55,	 
112621.52080702987,	 56,	 112521.77594654751,	 56,	 112207.45165253134,	 56,	 112605.07866694077,	 56,	 113334.43296389701,	 56,	 113869.03859084129,	 56,	 112387.84734555506,	 56,	 114833.3673022546,	 57,	 114583.04523031006,	 57,	 114206.70919679716,	 57,	 112850.38547820356,	 56,	 113231.6126264145,	 56,	 111993.58647312644,	 56,	 113499.52337148825,	 56,	 112083.10870394974,	 56,	 112565.89528562005,	 56,	 113683.58312512319,	 56,	 113344.54214009148,	 56,	 113018.59417280847,	 56,	 112945.44018188001,	 56,	 110502.3530096212,	 55,	 
112328.61134310364,	 56,	 112333.85519544204,	 56,	 111772.90708338695,	 56,	 112351.4355306278,	 56,	 113195.54011012844,	 56,	 113456.10671414547,	 56,	 112256.99938372574,	 56,	 114514.86463395448,	 57,	 114332.79718777622,	 57,	 113847.18568533006,	 57,	 112740.76106999067,	 56,	 113002.20000273953,	 56,	 111697.60101240763,	 56,	 113446.30956353001,	 56,	 111824.6442871352,	 56,	 112309.16468015654,	 56,	 113302.173844339,	 56,	 113140.19772437807,	 56,	 112615.98665093182,	 56,	 112621.08036144117,	 56,	 110162.37841725437,	 55,	 
112521.9778952844,	 56,	 112244.5141227472,	 56,	 112067.606689136,	 56,	 112371.15767742936,	 56,	 112861.3768133471,	 56,	 114096.29671809886,	 56,	 112628.04074098635,	 56,	 114250.37387762322,	 57,	 114283.23972097089,	 57,	 114144.256178746,	 57,	 113182.00375842124,	 56,	 112775.42078506951,	 56,	 112041.32107416558,	 56,	 113724.17303263023,	 56,	 112129.80102483563,	 56,	 112009.58068964149,	 56,	 113641.36077631639,	 56,	 113469.09912653723,	 56,	 112691.00314731173,	 56,	 112931.14092454924,	 56,	 110154.96893198718,	 55,	 
112411.28370892261,	 56,	 112547.91722112717,	 56,	 111993.12143789303,	 56,	 112629.06581456606,	 56,	 113195.34017745839,	 56,	 113882.35258436593,	 56,	 112372.9512944642,	 56,	 114694.51030280911,	 57,	 114607.949164345,	 57,	 114117.1888163509,	 57,	 112864.84161630234,	 56,	 113083.44366789945,	 56,	 112065.26401897043,	 56,	 113488.63783740679,	 56,	 112037.62524613408,	 56,	 112419.15172653542,	 56,	 113481.71716388596,	 56,	 113470.65921739,	 56,	 112765.42991384186,	 56,	 112881.75035693367,	 56,	 110539.180099539,	 55,	 
111922.31306521021,	 56,	 111892.79933477641,	 56,	 111486.0361604134,	 56,	 111945.99740593425,	 56,	 112550.3866539163,	 56,	 113028.24237005762,	 56,	 111678.40027656077,	 56,	 114018.14794042012,	 57,	 113870.43102681001,	 57,	 113364.49653819401,	 57,	 112056.40243428775,	 56,	 112544.95201596124,	 56,	 111278.49187921382,	 56,	 112794.269971568,	 56,	 111368.1692585901,	 56,	 111806.82071960912,	 56,	 112971.49615554941,	 56,	 112703.5512708826,	 56,	 112273.35370477612,	 56,	 112092.08505855176,	 56,	 109681.46379105258,	 55,	 
112119.02051907184,	 56,	 112300.48805728686,	 56,	 111863.38491280325,	 56,	 111644.32376955077,	 56,	 112540.5984231252,	 56,	 113495.14591967016,	 56,	 111939.13650552565,	 56,	 114069.37661701953,	 57,	 114287.73354662822,	 57,	 113830.26538588003,	 57,	 112235.43578050686,	 56,	 112716.69900594052,	 56,	 111489.01924480782,	 56,	 113324.22330953878,	 56,	 111824.01758986873,	 56,	 111821.47040617638,	 56,	 113047.33802868017,	 56,	 112962.5946028561,	 56,	 112722.46335247676,	 56,	 112543.52475344537,	 56,	 109684.28634945983,	 55,	 
111971.56718682192,	 56,	 112235.15021758399,	 56,	 111610.40031130162,	 56,	 112341.75698483053,	 56,	 113235.37087202235,	 56,	 113194.65738226203,	 56,	 112308.5646502148,	 56,	 114423.02393681288,	 57,	 114374.68522918219,	 57,	 113978.6913195002,	 57,	 112234.62280918643,	 56,	 112794.98446006773,	 56,	 111734.06040229094,	 56,	 112907.81241726394,	 56,	 111747.26965350629,	 56,	 112031.52591059686,	 56,	 113545.57463904469,	 56,	 112730.52205752076,	 56,	 112538.15053028274,	 56,	 112447.39772704184,	 56,	 110303.23998562631,	 55,	 
111608.20596099988,	 56,	 111467.49866563934,	 56,	 111304.10120207122,	 56,	 111771.27984511896,	 56,	 112305.849714776,	 56,	 112742.24378536195,	 56,	 111569.84188337481,	 56,	 113914.31220370004,	 57,	 113786.13968880185,	 57,	 113193.44657458075,	 57,	 111894.08397437529,	 56,	 112443.0020938638,	 56,	 111251.46185502184,	 56,	 112546.98802658584,	 56,	 111351.08552598821,	 56,	 111666.8343782504,	 56,	 112740.08512016284,	 56,	 112455.51595217087,	 56,	 111907.44109114514,	 56,	 111996.41785899094,	 56,	 109480.10364779066,	 55,	 
111638.80477097086,	 56,	 111484.31380159299,	 56,	 111234.32740354542,	 56,	 111630.92096063333,	 56,	 112446.5129044861,	 56,	 112706.11918928339,	 56,	 111563.50131483343,	 56,	 113680.98712321676,	 57,	 113557.09819845064,	 57,	 113264.43855601684,	 57,	 111792.0170190099,	 56,	 112376.66937172953,	 56,	 111112.6270275501,	 56,	 112628.93923970351,	 56,	 111283.88219216271,	 56,	 111353.27954256117,	 56,	 112682.50418840985,	 56,	 112421.86233580012,	 56,	 111962.01019082077,	 56,	 111782.26822676811,	 56,	 109430.96645661998,	 55,	 
111919.00878456034,	 56,	 112345.66858312926,	 56,	 111358.46914177435,	 56,	 111598.90954736517,	 56,	 112951.30423882409,	 56,	 112970.0958451747,	 56,	 111614.73297846603,	 56,	 114456.0802948044,	 57,	 114505.75511239919,	 57,	 113966.55694764403,	 57,	 112645.1672729863,	 56,	 112541.14369771465,	 56,	 111316.33817615139,	 56,	 112800.55336945006,	 56,	 111246.11197400485,	 56,	 111561.44179428487,	 56,	 112550.29704549603,	 56,	 113071.0061395511,	 56,	 112390.32459539034,	 56,	 112206.02796867695,	 56,	 110182.76964149665,	 55,	 
112670.30917083766,	 56,	 112364.88002799194,	 56,	 112146.00860913146,	 56,	 112495.06952793796,	 56,	 113223.99479316958,	 56,	 113792.83407053,	 56,	 112512.69374039823,	 56,	 114712.13223308673,	 57,	 114388.14109788218,	 57,	 114055.02383063477,	 57,	 112918.67976205504,	 56,	 112949.89053039404,	 56,	 111810.28121319144,	 56,	 113610.09413964262,	 56,	 111933.86936703758,	 56,	 112463.97797609707,	 56,	 113694.53880247609,	 56,	 113439.37366528335,	 56,	 112917.72191669898,	 56,	 112549.34615690795,	 56,	 110484.65891361568,	 55,	 
112933.4292342067,	 56,	 113050.87589452956,	 56,	 112433.74159612964,	 56,	 112824.09027562416,	 56,	 113851.8633129693,	 56,	 114090.77870611718,	 56,	 113074.75391495145,	 56,	 115187.75444061583,	 57,	 114968.15433707416,	 57,	 114371.8253043049,	 57,	 113224.60498926858,	 56,	 113467.79215327463,	 56,	 112453.03496718322,	 56,	 113866.57421863494,	 56,	 112441.92685728916,	 56,	 112769.48249864823,	 56,	 114134.84031032144,	 56,	 113738.59813854515,	 56,	 113519.80652097164,	 56,	 113200.42794114951,	 56,	 111064.15720356136,	 55,	 
113203.70196913116,	 56,	 113052.71261708178,	 56,	 112621.78799378425,	 56,	 113025.85694366452,	 56,	 113894.45377256576,	 56,	 114322.82055471341,	 56,	 112972.0478601479,	 56,	 115178.27585254067,	 57,	 115168.06932004102,	 57,	 114588.41740674236,	 57,	 113320.04701279044,	 56,	 113780.65636563268,	 56,	 112592.17459221065,	 56,	 114176.19493282151,	 56,	 112619.92042952089,	 56,	 113067.6897719377,	 56,	 114144.21808028185,	 56,	 113835.74935513223,	 56,	 113515.13707979099,	 56,	 113313.3478197287,	 56,	 111068.23716095375,	 55,	 
112220.22958311284,	 56,	 112215.50653212196,	 56,	 111730.436881492,	 56,	 112100.12752821787,	 56,	 113017.71503903109,	 56,	 113378.89139907707,	 56,	 112010.38969608796,	 56,	 114321.39949350039,	 57,	 114170.04155135839,	 57,	 113730.87823504987,	 57,	 112492.04400081292,	 56,	 112808.0565938547,	 56,	 111582.43168956194,	 56,	 113185.93497433673,	 56,	 111753.50358421878,	 56,	 112181.24704178456,	 56,	 113348.44613145386,	 56,	 113054.8076679185,	 56,	 112650.67499203462,	 56,	 112530.11468640377,	 56,	 110097.08597910826,	 55,	 
