Passive_Agent_Net_Worth,	 Passive_Agent_Shares,	active_0Net_Worth,	 active_0Shares,	 active_1Net_Worth,	 active_1Shares,	 active_2Net_Worth,	 active_2Shares,	 active_3Net_Worth,	 active_3Shares,	 active_4Net_Worth,	 active_4Shares,	 active_5Net_Worth,	 active_5Shares,	 active_6Net_Worth,	 active_6Shares,	 active_7Net_Worth,	 active_7Shares,	 active_8Net_Worth,	 active_8Shares,	 active_9Net_Worth,	 active_9Shares,	 active_10Net_Worth,	 active_10Shares,	 active_11Net_Worth,	 active_11Shares,	 active_12Net_Worth,	 active_12Shares,	 active_13Net_Worth,	 active_13Shares,	 active_14Net_Worth,	 active_14Shares,	 active_15Net_Worth,	 active_15Shares,	 active_16Net_Worth,	 active_16Shares,	 active_17Net_Worth,	 active_17Shares,	 active_18Net_Worth,	 active_18Shares,	 active_19Net_Worth,	 active_19Shares,	 active_20Net_Worth,	 active_20Shares,	 active_21Net_Worth,	 active_21Shares,	 active_22Net_Worth,	 active_22Shares,	 active_23Net_Worth,	 active_23Shares,	 active_24Net_Worth,	 active_24Shares,	 active_25Net_Worth,	 active_25Shares,	 active_26Net_Worth,	 active_26Shares,	 active_27Net_Worth,	 active_27Shares,	 active_28Net_Worth,	 active_28Shares,	 active_29Net_Worth,	 active_29Shares,	 active_30Net_Worth,	 active_30Shares,	 active_31Net_Worth,	 active_31Shares,	 active_32Net_Worth,	 active_32Shares,	 active_33Net_Worth,	 active_33Shares,	 active_34Net_Worth,	 active_34Shares,	 active_35Net_Worth,	 active_35Shares,	 active_36Net_Worth,	 active_36Shares,	 active_37Net_Worth,	 active_37Shares,	 active_38Net_Worth,	 active_38Shares,	 active_39Net_Worth,	 active_39Shares,	 active_40Net_Worth,	 active_40Shares,	 active_41Net_Worth,	 active_41Shares,	 active_42Net_Worth,	 active_42Shares,	 active_43Net_Worth,	 active_43Shares,	 active_44Net_Worth,	 active_44Shares,	 active_45Net_Worth,	 active_45Shares,	 active_46Net_Worth,	 active_46Shares,	 active_47Net_Worth,	 active_47Shares,	 active_48Net_Worth,	 active_48Shares,	 active_49Net_Worth,	 active_49Shares,	 active_50Net_Worth,	 active_50Shares,	 active_51Net_Worth,	 active_51Shares,	 active_52Net_Worth,	 active_52Shares,	 active_53Net_Worth,	 active_53Shares,	 active_54Net_Worth,	 active_54Shares,	 active_55Net_Worth,	 active_55Shares,	 active_56Net_Worth,	 active_56Shares,	 active_57Net_Worth,	 active_57Shares,	 active_58Net_Worth,	 active_58Shares,	 active_59Net_Worth,	 active_59Shares,	 active_60Net_Worth,	 active_60Shares,	 active_61Net_Worth,	 active_61Shares,	 active_62Net_Worth,	 active_62Shares,	 active_63Net_Worth,	 active_63Shares,	 active_64Net_Worth,	 active_64Shares,	 active_65Net_Worth,	 active_65Shares,	 active_66Net_Worth,	 active_66Shares,	 active_67Net_Worth,	 active_67Shares,	 active_68Net_Worth,	 active_68Shares,	 active_69Net_Worth,	 active_69Shares,	 active_70Net_Worth,	 active_70Shares,	 active_71Net_Worth,	 active_71Shares,	 active_72Net_Worth,	 active_72Shares,	 active_73Net_Worth,	 active_73Shares,	 active_74Net_Worth,	 active_74Shares,	 active_75Net_Worth,	 active_75Shares,	 active_76Net_Worth,	 active_76Shares,	 active_77Net_Worth,	 active_77Shares,	 active_78Net_Worth,	 active_78Shares,	 active_79Net_Worth,	 active_79Shares,	 active_80Net_Worth,	 active_80Shares,	 active_81Net_Worth,	 active_81Shares,	 active_82Net_Worth,	 active_82Shares,	 active_83Net_Worth,	 active_83Shares,	 active_84Net_Worth,	 active_84Shares,	 active_85Net_Worth,	 active_85Shares,	 active_86Net_Worth,	 active_86Shares,	 active_87Net_Worth,	 active_87Shares,	 active_88Net_Worth,	 active_88Shares,	 active_89Net_Worth,	 active_89Shares,	 active_90Net_Worth,	 active_90Shares,	 active_91Net_Worth,	 active_91Shares,	 active_92Net_Worth,	 active_92Shares,	 active_93Net_Worth,	 active_93Shares,	 active_94Net_Worth,	 active_94Shares,	 active_95Net_Worth,	 active_95Shares,	 active_96Net_Worth,	 active_96Shares,	 active_97Net_Worth,	 active_97Shares,	 active_98Net_Worth,	 active_98Shares,	 active_99Net_Worth,	 active_99Shares,	 
100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 
100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 
100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 
100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 100000.0,	 0,	 
100546.4077171826,	 55,	 100043.79575164698,	 17,	 99974.80054861959,	 1,	 99983.39411450346,	 52,	 100209.5750584554,	 37,	 100056.92035253387,	 10,	 99941.86075520838,	 53,	 99693.76427229717,	 48,	 100186.5958638294,	 17,	 100042.04707357165,	 12,	 100255.73531484998,	 42,	 100043.29071669228,	 6,	 99981.56383416613,	 16,	 100224.67881033038,	 38,	 99975.44167458832,	 9,	 99718.2340659215,	 33,	 100291.59640102123,	 50,	 100287.8865176815,	 26,	 100167.76723603846,	 49,	 99960.26423415994,	 9,	 100072.69311541959,	 35,	 100157.37335032475,	 16,	 100242.95333697718,	 43,	 100067.80485112421,	 32,	 100012.16163328743,	 49,	 100168.22040985782,	 48,	 99710.00041669517,	 36,	 99955.36316036689,	 11,	 100618.86373312745,	 52,	 99956.99033496293,	 54,	 99973.14449093318,	 6,	 99990.12999622397,	 1,	 99920.55092795948,	 45,	 99522.80818402082,	 53,	 99549.18517552462,	 35,	 99318.17534655766,	 49,	 100106.86474761847,	 17,	 100027.68515975671,	 20,	 100002.29340887399,	 33,	 99621.21522784141,	 42,	 100408.50030553047,	 41,	 100099.23351527899,	 8,	 100002.02836834408,	 4,	 100471.53542588952,	 51,	 99598.245621698,	 27,	 100145.55982417421,	 14,	 100005.519677956,	 18,	 100623.23460129999,	 44,	 99902.94074526557,	 39,	 99948.23014288396,	 12,	 100000.0,	 0,	 100286.45203905518,	 52,	 99529.1353004217,	 52,	 100028.46206958598,	 5,	 100000.0,	 0,	 100266.30363326089,	 44,	 99984.08567263986,	 45,	 100004.62634009808,	 9,	 99991.77446204162,	 19,	 99846.70297909222,	 20,	 100044.16111220229,	 4,	 100143.51357814096,	 29,	 100053.00553200307,	 41,	 100007.15457887574,	 3,	 100000.0,	 0,	 100021.06026490915,	 8,	 99619.7378322086,	 48,	 100054.6862857244,	 10,	 100002.67480094163,	 30,	 99649.76334841609,	 40,	 100128.85083723911,	 17,	 100229.91689830522,	 40,	 100246.46923836271,	 46,	 99689.6965560815,	 39,	 100181.3503869281,	 24,	 99704.6973601227,	 35,	 99837.79504701743,	 31,	 100614.93689880021,	 55,	 100146.13194739279,	 42,	 100117.52612245457,	 27,	 99863.3954398341,	 10,	 99943.30832650131,	 17,	 100053.59602886855,	 37,	 99654.2300076835,	 50,	 100760.62586581038,	 55,	 100043.68039909899,	 32,	 100037.76493907053,	 8,	 99809.1437298458,	 52,	 99929.61206048814,	 44,	 100157.03421844835,	 21,	 100001.31706774325,	 33,	 99786.34189074887,	 38,	 99876.09891946627,	 44,	 100333.18386561912,	 27,	 99968.5776573405,	 2,	 100065.81999328235,	 8,	 100007.3808854868,	 17,	 100059.06124503937,	 19,	 99708.3638062125,	 23,	 99936.92765721204,	 7,	 99830.22209442226,	 30,	 
100904.81285379756,	 55,	 100088.55953166694,	 31,	 99995.86846098666,	 26,	 100335.40337520692,	 52,	 100643.99290000003,	 53,	 100151.66426623083,	 21,	 100435.3514357457,	 53,	 100495.20408518898,	 55,	 100252.90329904197,	 30,	 100138.91779746796,	 21,	 100643.70602396407,	 52,	 100105.75072986487,	 12,	 100223.02349471868,	 25,	 100294.9270542601,	 55,	 100023.51825266704,	 37,	 100158.83477057154,	 39,	 100702.54564881159,	 53,	 100485.96477667196,	 51,	 100753.8145840619,	 55,	 100128.15334248666,	 39,	 100340.3030416125,	 36,	 100216.9542497389,	 36,	 100640.79169049412,	 47,	 100448.27586844144,	 43,	 100195.50660076985,	 53,	 100332.82347585646,	 53,	 100042.79427674758,	 53,	 100111.82708946193,	 50,	 100797.14788822945,	 53,	 100972.7708997953,	 54,	 100077.684265309,	 6,	 100025.70443599328,	 34,	 100524.00035802776,	 48,	 100199.31955025149,	 54,	 100058.4536483149,	 44,	 100213.6266043896,	 52,	 100168.11007585823,	 38,	 100293.46036001126,	 27,	 100119.18089352376,	 47,	 100388.76185552764,	 43,	 100739.23943442333,	 46,	 100077.78280352025,	 41,	 100072.76061066025,	 19,	 100715.67432192752,	 51,	 100036.30216069928,	 49,	 100256.72000541475,	 26,	 100239.91715742495,	 36,	 100779.46699598318,	 46,	 100533.26657234682,	 39,	 100027.56069976391,	 33,	 99928.59575519631,	 53,	 100591.2336097281,	 53,	 100344.10190770059,	 53,	 100115.8700944949,	 54,	 100031.67394531591,	 42,	 100608.01065015541,	 46,	 100307.55566793565,	 51,	 100038.27119972391,	 36,	 100302.8157386842,	 29,	 100113.88556162713,	 53,	 99967.68825205351,	 39,	 100443.96819758932,	 34,	 100231.0301254642,	 55,	 100018.39212827971,	 44,	 99992.8122684602,	 38,	 100090.5860684742,	 31,	 100231.7449525999,	 54,	 100171.55076692608,	 54,	 100048.67647049794,	 31,	 100162.85531915468,	 51,	 100203.93950887628,	 21,	 100469.78906880568,	 44,	 100686.9664683095,	 51,	 100384.88068288783,	 39,	 100290.64085772207,	 49,	 100271.12600508478,	 38,	 100415.83105736237,	 45,	 100985.30931776643,	 55,	 100769.29567916645,	 52,	 100260.02223459736,	 51,	 100026.79280117794,	 42,	 100072.78013758728,	 46,	 100259.79725230511,	 42,	 100233.29115088299,	 54,	 100910.82769031617,	 55,	 100519.11566084556,	 40,	 100052.69024097075,	 36,	 100207.12842581657,	 52,	 100177.00179465165,	 53,	 100260.54795226938,	 45,	 100141.47009035357,	 48,	 100136.2129527651,	 50,	 100546.52964640962,	 54,	 100383.023778971,	 36,	 99947.13302121985,	 41,	 100031.0410229815,	 26,	 100286.28790760494,	 44,	 100177.17536899763,	 52,	 100142.95192218148,	 31,	 100034.79614523677,	 44,	 100318.84393764916,	 53,	 
100644.88883508979,	 55,	 99954.35620089978,	 51,	 99848.20429787185,	 41,	 100067.92999502974,	 54,	 100357.17095790991,	 53,	 100036.03205241615,	 45,	 100187.35135418174,	 53,	 100176.32437887846,	 55,	 100103.31689086363,	 53,	 100009.65757989572,	 40,	 100301.40862650973,	 55,	 100014.64363196169,	 54,	 100080.2511595815,	 36,	 100057.53545688879,	 55,	 99848.95635302555,	 38,	 99957.5311188171,	 51,	 100490.51004400635,	 54,	 100205.48360757445,	 53,	 100496.54737937659,	 55,	 99905.0844774611,	 47,	 100178.03190195735,	 49,	 100019.10940245155,	 36,	 100369.76506405494,	 52,	 100238.2445179195,	 46,	 99885.73948581448,	 54,	 100068.82159416274,	 54,	 99801.89698953497,	 53,	 99843.7059158757,	 54,	 100485.79733817316,	 54,	 100690.08280119307,	 54,	 100041.55390263686,	 31,	 99845.85196592213,	 44,	 100216.64126513773,	 49,	 99981.22000800654,	 54,	 99832.54253339277,	 47,	 99956.5320104895,	 54,	 99963.67210411585,	 39,	 100141.76238404008,	 34,	 99844.3404488498,	 48,	 100160.15409863985,	 49,	 100482.95018138223,	 49,	 99861.79228285704,	 41,	 99939.87709130788,	 32,	 100416.06217205273,	 54,	 99778.82468849425,	 52,	 100097.46581113365,	 37,	 100074.72818323453,	 54,	 100471.57901128798,	 47,	 100277.9224221491,	 53,	 99850.69806675974,	 45,	 99697.79958501925,	 54,	 100304.33753981904,	 54,	 100098.1836862738,	 54,	 99777.81656568691,	 54,	 99778.27054925857,	 46,	 100345.67561955265,	 51,	 99977.7217733441,	 52,	 99818.19486275979,	 36,	 100160.4440818699,	 40,	 99813.43471681271,	 53,	 99792.03193164863,	 52,	 100221.27461027383,	 40,	 99881.55694925674,	 55,	 99794.65509488525,	 53,	 99774.12508413121,	 44,	 99921.68909072777,	 45,	 99961.74034294323,	 55,	 99857.09731875181,	 55,	 99889.66495602945,	 41,	 99929.01354138074,	 51,	 100089.83749965014,	 38,	 100250.245049462,	 44,	 100424.78632185004,	 51,	 100216.42789481394,	 54,	 100003.4782439898,	 49,	 100078.58529994707,	 48,	 100179.29019791109,	 48,	 100733.04803236411,	 55,	 100508.09237935537,	 52,	 100031.77762659412,	 54,	 99788.29257931322,	 54,	 99815.576462037,	 49,	 100057.38490561619,	 47,	 99948.558747708,	 54,	 100678.17174809091,	 55,	 100314.50535289726,	 45,	 99864.68622777084,	 39,	 99897.03332898045,	 54,	 99901.14200421245,	 53,	 100053.51211196813,	 47,	 99893.2364759639,	 48,	 99876.3904374719,	 51,	 100265.58669178135,	 54,	 100191.2358648717,	 44,	 99722.81366856344,	 44,	 99919.01529705108,	 43,	 100031.77844064494,	 53,	 99871.68587806716,	 53,	 99980.19296329402,	 42,	 99736.25968258434,	 48,	 100029.7813275186,	 54,	 
99409.29732228952,	 55,	 98828.40768925383,	 52,	 98957.15015553612,	 48,	 98973.83162041448,	 54,	 99225.38710822136,	 54,	 99096.71837112914,	 53,	 99056.85781050731,	 53,	 98973.39508965463,	 55,	 98990.4092014131,	 54,	 99164.0967672603,	 43,	 99117.61552070391,	 55,	 98930.30798120845,	 55,	 99332.63852722223,	 36,	 98940.22664342748,	 55,	 99085.15285056678,	 45,	 98858.86635943672,	 52,	 99376.84325156672,	 55,	 99067.5278057468,	 53,	 99341.17622448306,	 55,	 98935.91947004743,	 54,	 99123.02449724938,	 52,	 99232.94159077787,	 51,	 99278.84817008398,	 52,	 99286.9746901377,	 48,	 98710.56620570683,	 54,	 98927.24634442797,	 54,	 98733.01431576589,	 55,	 98689.96757222414,	 54,	 99302.60870496235,	 55,	 99527.52615185485,	 55,	 99400.68214634503,	 32,	 98877.87135720605,	 46,	 99199.10674558689,	 52,	 98785.94904978074,	 54,	 98883.47237283403,	 54,	 98841.40197109504,	 54,	 99151.93364127501,	 49,	 99466.50135982106,	 44,	 98877.50231988585,	 48,	 99088.73075203729,	 54,	 99447.11646825154,	 52,	 98968.72751121988,	 50,	 99244.85509497266,	 47,	 99298.1545097151,	 54,	 98696.12391702084,	 52,	 99331.14964207186,	 46,	 98940.98064260995,	 54,	 99479.03974661187,	 54,	 99153.69708132942,	 53,	 98910.61499343104,	 49,	 98590.99553355096,	 55,	 99124.52834002108,	 54,	 98906.43329121397,	 54,	 98604.01901946102,	 54,	 98824.40617758932,	 50,	 99273.22208230496,	 55,	 98845.29793795824,	 54,	 99035.55694849571,	 41,	 99263.48002655273,	 47,	 98639.71221039504,	 54,	 98659.92659092203,	 52,	 99347.73375665575,	 41,	 98721.60777488406,	 55,	 98700.90732630907,	 54,	 98815.85912947875,	 50,	 98975.6755781213,	 54,	 98820.53979050617,	 55,	 98725.6532532185,	 55,	 99050.15425600234,	 41,	 98906.63720450999,	 52,	 99270.45555887074,	 38,	 99313.91825606255,	 48,	 99391.728671472,	 52,	 99063.62930817936,	 55,	 98976.94962586128,	 51,	 99104.93101637391,	 52,	 99177.5583166297,	 49,	 99564.48547915264,	 55,	 99388.72311577594,	 54,	 98852.3002339644,	 54,	 98654.43660668058,	 54,	 98823.16561069143,	 51,	 99002.40874795883,	 51,	 98851.30150543805,	 54,	 99548.7311554846,	 55,	 99328.84260119827,	 48,	 98994.4251180624,	 55,	 98699.84543359317,	 54,	 98729.6649456581,	 55,	 99068.9964952388,	 49,	 98820.7688426203,	 54,	 98720.74623723744,	 53,	 99167.19979401137,	 54,	 99259.5030292059,	 51,	 98744.38032291525,	 49,	 99022.1911985414,	 45,	 98978.74691077136,	 54,	 98738.17457988701,	 54,	 99116.92092261997,	 45,	 98720.61935652708,	 53,	 98873.20773195244,	 54,	 
99009.71398055341,	 55,	 98473.49010857743,	 55,	 98680.51768359415,	 54,	 98480.77892689081,	 54,	 98923.39148291305,	 55,	 98648.48831603985,	 55,	 98680.66366062837,	 54,	 98659.13482538227,	 55,	 98515.04718450934,	 55,	 98934.9019203585,	 51,	 98758.05983434581,	 55,	 98532.05377339516,	 55,	 99031.41124158114,	 37,	 98501.15780064077,	 55,	 98730.0925545723,	 46,	 98434.46652231643,	 55,	 98908.63041193108,	 55,	 98709.13732735302,	 53,	 98918.53208374056,	 55,	 98520.56932674453,	 54,	 98766.60993336527,	 53,	 98941.25572890326,	 53,	 98966.79771217016,	 52,	 98932.41822967539,	 50,	 98376.55359652976,	 54,	 98518.30010725884,	 55,	 98245.999311051,	 55,	 98371.35044142226,	 54,	 98994.421091119,	 55,	 99069.79606312371,	 55,	 99115.46491088677,	 35,	 98633.96145594573,	 52,	 98785.4215296783,	 55,	 98364.50787607237,	 54,	 98472.53135498523,	 55,	 98338.47190170673,	 55,	 98742.89122459109,	 50,	 99139.57760604414,	 50,	 98486.22919139294,	 53,	 98689.71357229761,	 55,	 98985.87399484152,	 54,	 98674.60103846782,	 50,	 98969.21383836564,	 49,	 98903.3242036005,	 55,	 98286.72976048889,	 54,	 98962.88927620476,	 55,	 98529.16827238617,	 54,	 99038.07635501317,	 54,	 98803.41119105957,	 53,	 98552.9631023966,	 51,	 98085.91385134577,	 55,	 98820.24830179435,	 55,	 98524.45090153728,	 54,	 98200.7307509627,	 54,	 98490.36666612903,	 52,	 98881.4909165148,	 55,	 98442.04965030003,	 55,	 98830.5229439014,	 52,	 98984.73222269182,	 51,	 98210.39171606672,	 55,	 98289.3045459979,	 53,	 99131.8679350175,	 51,	 98343.09546945666,	 55,	 98212.21428595195,	 55,	 98477.64727772403,	 50,	 98576.1785155799,	 55,	 98350.56844013355,	 55,	 98260.06118518389,	 55,	 98711.62695749305,	 41,	 98528.77923661516,	 54,	 98942.41844592092,	 55,	 98924.31168009603,	 55,	 98903.79652987001,	 55,	 98587.660677433,	 55,	 98632.11998623965,	 55,	 98722.45512881617,	 55,	 98728.03638386441,	 52,	 99163.61774751829,	 55,	 98997.89203241607,	 55,	 98517.3493028653,	 55,	 98285.82700951173,	 54,	 98492.86412603482,	 51,	 98664.59455518189,	 55,	 98425.0526183093,	 54,	 99143.46550627482,	 55,	 99040.93656066996,	 50,	 98710.5975251437,	 55,	 98397.23768891799,	 55,	 98293.23271908783,	 55,	 98754.29249139597,	 51,	 98430.73541847152,	 54,	 98329.84311972964,	 54,	 98625.6803762773,	 55,	 98964.87750590441,	 51,	 98409.10047640614,	 49,	 98709.92199343778,	 49,	 98500.8640715372,	 54,	 98361.44240649263,	 54,	 98774.63413535683,	 52,	 98416.26416684044,	 55,	 98522.7272618413,	 55,	 
